Amenity Type,Name,Latitude,Longitude
school,kho kho ground,25.3777098,81.8532124
school,assembly ground,25.3772445,81.8529710
school,KENDRIYA VIDYALAYA COD CHHEOKI PRAYAGRAJ,25.3773996,81.8527081
school,Colony ground,25.3759407,81.8515279
school,PLAYING GROUND,25.3794086,81.8446829
school,LAKSHYA COACHING CLASSES,25.3779388,81.8441505
school,AKSH COACHING CLASSES,25.3787482,81.8446038
school,Unknown,24.9840916,82.0841102
school,Scholar's Home Bal Siksha Sansthan,26.2732341,82.4698801
school,ASSEMBLY GROUND,25.4625916,81.8405524
school,HOLY TRINITY SCHOOL ALLAHABAD,25.4620292,81.8614059
school,GD PUBLIC SCHOOL,25.4652799,81.8617506
school,C.A.V. Inter College,25.4485955,81.8449649
school,Cricket Ground,25.4477174,81.8444478
school,Narendra Inter college,26.3088283,82.7333133
school,DD Central,26.3087999,82.7339906
school,Saraybhogi primary school,25.7712723,82.3290009
school,Bethel Academy School,25.3613416,81.8387521
university,United University,25.3957121,81.7583556
university,ALLAHABAD UNIVERSITY,25.4649427,81.8603052
university,DIAMOND JUBILEE HOSTEL GROUND,25.4624693,81.8592971
university,UNIVERSITY PARK,25.4653472,81.8606365
bicycle_parking,Unknown,25.4705293,81.5707375
bicycle_parking,Unknown,25.5472609,81.5242856
bicycle_parking,Unknown,24.6269314,82.4057577
bicycle_parking,Unknown,24.5909963,82.7843477
bicycle_parking,Unknown,25.5903007,81.4588175
bicycle_parking,Unknown,25.6191607,81.4376665
bicycle_parking,Unknown,25.6191244,81.4377295
bicycle_parking,Unknown,25.5943107,81.3690440
bicycle_parking,Unknown,24.4931422,82.6384152
bicycle_parking,Unknown,24.4476657,82.5820626
bicycle_parking,Unknown,24.5872614,82.7033858
bicycle_parking,Unknown,25.6316665,81.3339824
bicycle_parking,Unknown,25.5938732,81.3693830
bicycle_parking,Unknown,25.6986448,81.2793267
bicycle_parking,Unknown,25.6982421,81.2792476
bicycle_parking,Unknown,25.7623773,81.3344628
bicycle_parking,Unknown,25.4624966,81.8386467
bicycle_parking,Unknown,25.4359786,81.7964055
bicycle_parking,Unknown,25.5857642,81.4259167
bicycle_parking,Unknown,24.4470963,82.4201496
bicycle_parking,Unknown,25.6101127,81.3774532
bicycle_parking,Unknown,25.7735050,81.3456155
bicycle_parking,Unknown,25.7734666,81.3461452
bicycle_parking,Unknown,25.7726817,81.3454051
bicycle_parking,Unknown,25.7063193,81.2364268
bicycle_parking,Unknown,24.5368668,82.1201366
bicycle_parking,Unknown,24.5384932,81.9695347
bicycle_parking,Unknown,24.5380108,81.9720884
bicycle_parking,Unknown,24.5362690,82.1191771
bicycle_parking,Unknown,24.4623824,81.9989543
bicycle_parking,Unknown,24.5163129,82.0150854
bicycle_parking,Unknown,24.4438846,82.1300068
bicycle_parking,Unknown,24.4362549,82.6834251
bicycle_parking,Unknown,25.5132838,81.3555493
bicycle_parking,Unknown,25.3707797,81.5931768
bicycle_parking,Unknown,24.4544501,82.1383651
bicycle_parking,Unknown,24.5665337,82.2077207
bicycle_parking,Unknown,24.4939835,82.2583476
bicycle_parking,Unknown,24.4937449,82.2593657
bicycle_parking,Unknown,24.4605059,82.0173332
bicycle_parking,Unknown,24.5491015,81.9909734
bicycle_parking,Unknown,24.4638881,81.7441561
bicycle_parking,Unknown,24.4649198,81.7443867
bicycle_parking,Unknown,24.4738166,81.7472521
bicycle_parking,Unknown,24.4589247,81.7900053
bicycle_parking,Unknown,24.4663799,81.7571767
bicycle_parking,Unknown,24.4666255,81.7586510
bicycle_parking,Unknown,24.4525583,81.7447960
bicycle_parking,Unknown,24.4513534,81.7411472
bicycle_parking,Unknown,25.0265025,81.2064435
bicycle_parking,Unknown,24.9895321,81.0375859
bicycle_parking,Unknown,25.1183282,81.1579968
bicycle_parking,Unknown,25.4341587,80.9417752
bicycle_parking,Unknown,25.4339062,80.9420047
bicycle_parking,Unknown,25.0858002,81.2264537
bicycle_parking,Unknown,25.0860200,81.2260237
bicycle_parking,Unknown,25.2128039,80.8518366
bicycle_parking,Unknown,25.2035585,80.9174639
bicycle_parking,Unknown,25.2049173,80.8995519
bicycle_parking,Unknown,25.2710677,80.8486013
bicycle_parking,Unknown,25.1843722,81.0355910
bicycle_parking,Unknown,25.2569883,80.9456085
bicycle_parking,Unknown,25.2516952,80.9236284
bicycle_parking,Unknown,25.1937316,80.9162875
bicycle_parking,Unknown,25.2261294,81.2919189
bicycle_parking,Unknown,25.2884106,80.9284466
