Starting Node ID,Ending Node ID,Distance Vector X,Distance Vector Y,Distance
0,134,0.0022105363636377717,-0.002642417532470631,0.00344511849300907
0,111,-0.0036140681818181974,-0.0002548227272711756,0.003623040635317883
19,129,-0.0013172501760578825,0.002506768485915245,0.002831790293842807
19,4,0.0053351123239444576,-0.005000194014073145,0.007312001346244197
19,47,-0.00865821267605682,-0.00375321187121358,0.009436696778748883
33,60,-0.0008097072115376136,0.001515715705124876,0.0017184352961861025
33,45,-0.0019313051282061622,-0.0011791617948659905,0.0022628216979486042
33,22,0.000306428205128384,0.0034700669438620935,0.0034835704155051343
14,106,-0.0033191095238116475,0.0009121702380952001,0.003442171200612171
14,97,-0.0003969467032973739,0.004892367032965694,0.0049084439357609255
14,40,0.002438290476188598,-0.004263438095236438,0.0049114320557435516
63,106,0.00304520333333258,0.004061481666667532,0.005076307385296554
63,128,-0.0053914549999980466,-0.0020026600000022654,0.005751385406370626
63,75,-0.003623059999998901,-0.005290639999998348,0.006412287842351944
135,36,0.0001446171428582943,-0.003796937142865886,0.0037996902222264192
135,117,-0.00492400952381189,-0.00033452380952780914,0.004935359760922317
135,98,-0.00038826285714321784,0.005639002857137143,0.005652353604387988
145,89,-0.0029192250000029674,-0.004052491666669766,0.004994453254268201
145,46,-0.006785194117647109,-0.0012030137254868123,0.006891015980090497
145,31,-0.006828090000002618,0.003150003333331597,0.007519663160550206
27,132,-0.00433427222222349,-0.006188949999994975,0.0075557274830936
27,95,-0.001754547222223124,0.008100450000000592,0.008288288493864126
27,125,0.005444427777778316,-0.00626649999999529,0.008301253885852733
107,15,0.0023073555555619407,0.00513808888888434,0.005632392661192867
107,127,0.007412580000000446,-0.0019779200000016317,0.007671929990739818
107,35,0.005398180000000252,-0.0071353599999923745,0.008947273866485472
44,139,-0.001464840000000578,-0.004115060000003723,0.004368005841254374
44,123,0.0029166600000003484,-0.00419621333334419,0.005110294697425736
44,8,-0.005396739999998346,-0.00030779578948170183,0.005405510232679688
26,147,-0.003144779999999514,0.0032117349999936096,0.004494984200036847
26,52,0.0004347574999989945,0.004509722500003477,0.004530630321582526
26,148,0.0011119400000012547,0.006447859999994421,0.006543035162914138
104,39,0.004884633333332999,0.006652266666677065,0.008253017303125604
104,119,-0.005611899999998116,-0.007141133333334437,0.009082356901952216
104,28,-0.011078085714281372,-0.0021428000000014435,0.011283420356123014
52,148,0.0006771825000022602,0.001938137499990944,0.0020530350964317336
52,147,-0.0035795374999985086,-0.0012979875000098673,0.00380760558147472
52,26,-0.0004347574999989945,-0.004509722500003477,0.004530630321582526
108,50,-0.0012459242424220918,0.0031215454545474586,0.0033610077718834517
108,98,-0.0056081109090904135,-0.0036014945454496683,0.006664958434196166
108,120,-0.0032724435406699115,0.008084140191385814,0.008721365108791838
77,11,-0.002953924999999913,0.0022302500000108694,0.0037013089533532552
77,116,-0.004448587500000656,-0.003521820833327638,0.00567390101492991
77,148,0.004333032499999945,-0.004465037499997493,0.006221875161270888
41,100,0.0028017142857059696,-0.002349964285713213,0.0036567656587285606
41,78,0.0007079701587251463,-0.004014051111113304,0.00407600638717302
41,0,-0.0017353673160229732,-0.0050838681818135,0.005371891232292076
60,33,0.0008097072115376136,-0.001515715705124876,0.0017184352961861025
60,22,0.0011161354166659976,0.0019543512387372175,0.0022506103689199242
60,45,-0.0011215979166685486,-0.0026948774999908665,0.00291896327942512
75,128,-0.0017683949999991455,0.0032879799999960824,0.003733367562455673
75,138,0.0004956050000011203,-0.0039163200000018605,0.003947554516208824
75,63,0.003623059999998901,0.005290639999998348,0.006412287842351944
72,38,0.005342633333338398,0.006423099999992132,0.00835463611083077
72,124,-0.001728013333327283,0.008959446666665372,0.009124566546032645
72,49,-0.011535133333328673,0.003981566666666936,0.012202957598008097
42,119,-0.0009234899999981394,0.00556934666666109,0.00564539246408481
42,6,-0.007819105789469205,-0.0029842121052610082,0.008369225605520333
42,59,0.00843416000000019,-0.004038119999989931,0.009351014278671693
36,135,-0.0001446171428582943,0.003796937142865886,0.0037996902222264192
36,117,-0.005068626666670184,0.003462413333338077,0.006138345247455326
36,30,-0.0014664933333357055,-0.009084119999997142,0.00920173021073027
7,128,0.004899285000000475,0.003110300000003008,0.005803185297855684
7,75,0.006667679999999621,-0.0001776799999930745,0.006670046983702025
7,138,0.007163285000000741,-0.004093999999994935,0.008250665911985174
23,110,-0.0031703266666660568,-0.0031994983333305527,0.004504193685706565
23,83,0.007990899999999357,-0.002554524999993646,0.008389283687275229
23,126,-0.008927166666666153,0.003284141666668461,0.009512091840451455
97,14,0.0003969467032973739,-0.004892367032965694,0.0049084439357609255
97,106,-0.0029221628205142736,-0.003980196794870494,0.004937712230931779
97,86,0.004952439560444333,-0.0015827670329713328,0.00519921235193514
133,148,-0.0018594133333316165,-0.005807599999997137,0.006098002599551606
133,77,-0.006192445833331561,-0.0013425624999996444,0.006336312765729823
133,31,0.00433557666666573,-0.004950329999999781,0.006580500903535699
73,24,-0.005042297435895904,0.0008631384615398474,0.005115639885276501
73,85,0.0019379666666630158,0.004939533333327972,0.005306100673013575
73,97,-0.00270592051282037,-0.006272461538458174,0.006831235581733303
129,19,0.0013172501760578825,-0.002506768485915245,0.002831790293842807
129,93,-0.0035129625000003273,0.00850401249999777,0.009201039839416352
129,47,-0.007340962499998938,-0.006259980357128825,0.00964764657820908
4,19,-0.0053351123239444576,0.005000194014073145,0.007312001346244197
4,113,0.008316874999998447,0.005237024999999562,0.009828369173785628
4,129,-0.00665236250000234,0.00750696249998839,0.010030374509841062
24,96,-0.0032680692307707204,0.003844436538457785,0.00504578723246825
24,73,0.005042297435895904,-0.0008631384615398474,0.005115639885276501
24,97,0.002336376923075534,-0.007135599999998021,0.00750835830835554
89,46,-0.0038659691176441413,0.002849477941182954,0.004802628629809562
89,145,0.0029192250000029674,0.004052491666669766,0.004994453254268201
89,5,-0.00332960833333118,-0.004296879761895411,0.005435942176069831
84,125,-0.011104399999997128,0.0023154000000005226,0.011343226019080227
84,7,0.011674540000001343,0.0019559999999927413,0.011837264050936895
84,142,0.014944100000001015,-0.008453700000004005,0.017169483641044595
18,124,0.0010082200000027797,-0.0035926199999920527,0.003731410729569783
18,48,-0.002483233333336443,0.004841300000009596,0.005441014011917828
18,121,0.0010586333333328923,0.007279033333347229,0.007355612197664011
106,14,0.0033191095238116475,-0.0009121702380952001,0.003442171200612171
106,97,0.0029221628205142736,0.003980196794870494,0.004937712230931779
106,63,-0.00304520333333258,-0.004061481666667532,0.005076307385296554
48,121,0.0035418666666693355,0.0024377333333376328,0.00429969339475837
48,138,-0.005139241666661576,-0.00045289999999909014,0.005159159167766549
48,18,0.002483233333336443,-0.004841300000009596,0.005441014011917828
31,46,4.289588235550923e-05,-0.004353017058818409,0.004353228407870087
31,148,-0.006194989999997347,-0.0008572699999973565,0.006254023740997678
31,133,-0.00433557666666573,0.004950329999999781,0.006580500903535699
46,31,-4.289588235550923e-05,0.004353017058818409,0.004353228407870087
46,89,0.0038659691176441413,-0.002849477941182954,0.004802628629809562
46,145,0.006785194117647109,0.0012030137254868123,0.006891015980090497
5,89,0.00332960833333118,0.004296879761895411,0.005435942176069831
5,115,0.0008990833333335502,-0.006905545238097943,0.006963828392177348
5,46,-0.0005363607843129614,0.007146357703078365,0.007166457375251478
21,112,-0.0006684333333382142,0.006105941666660897,0.006142420268736362
21,102,-0.007733933333334164,-0.001986291666668194,0.007984928264520151
21,87,0.006894799999997758,0.005572874999998589,0.008865393550518689
91,1,0.006252166666669723,0.0037736666666745577,0.007302749354796908
91,55,0.007528299999997046,-0.0018429666666577305,0.00775060172014838
91,25,-0.0013129666666635842,-0.008142988888877767,0.008248160371389274
25,70,0.0032085666666645807,-0.004133494444445773,0.005232654811536409
25,91,0.0013129666666635842,0.008142988888877767,0.008248160371389274
25,102,0.008736599999998873,-0.00041067777777925585,0.008746246954959711
29,120,0.0014961673684190657,-0.0025482185965017834,0.0029549847393649177
29,105,-0.0009355228571443774,0.003495829523799898,0.0036188433339550087
29,68,-0.004350487142858128,0.00016730095236994202,0.004353702790595353
120,29,-0.0014961673684190657,0.0025482185965017834,0.0029549847393649177
120,143,0.002472832631578825,0.00470366526316468,0.005314072650209359
120,50,0.0020265192982478197,-0.004962594736838355,0.00536042227704745
55,1,-0.0012761333333273228,0.005616633333332288,0.005759781791485549
55,102,-0.00010466666666175684,-0.006710699999999292,0.006711516192418862
55,112,0.006960833333334193,0.0013815333333297986,0.007096607291203153
43,140,0.00015253571428175405,0.00277813333332233,0.0027823177320083496
43,109,-0.0005934059523866608,-0.0036886833333369395,0.0037361096555060635
43,82,0.007511285714279836,-0.0010176166666724384,0.007579904798995425
35,127,0.002014400000000194,0.005157439999990743,0.005536875898329788
35,107,-0.005398180000000252,0.0071353599999923745,0.008947273866485472
35,71,0.004664170000001633,0.00843401000000199,0.00963779053876192
109,43,0.0005934059523866608,0.0036886833333369395,0.0037361096555060635
109,8,-0.001115608333332574,-0.0040740824561424915,0.004224065554989544
109,44,0.004281131666665772,-0.0037662866666607897,0.005702017502848907
118,134,-0.00023870000000059122,0.003712097619043675,0.003719764296741126
118,45,0.00200461666666385,0.0034967600000044285,0.004030610186795227
118,101,-0.004672700000000418,0.0014385166666670557,0.0048891160234016545
2,88,-0.001953628690227305,0.0017400981289057427,0.002616219898536918
2,105,0.00041839768339713146,-0.0034212436293472592,0.003446732451586762
2,29,0.001353920540541509,-0.006917073153147157,0.007048333266531128
127,71,0.002649770000001439,0.0032765700000112474,0.0042139283356366335
127,35,-0.002014400000000194,-0.005157439999990743,0.005536875898329788
127,136,-0.0001617133333304821,0.007363686666664648,0.007365462139403853
69,1,0.0004917500000019004,-0.0065506083333275456,0.006569040082018236
69,30,-0.006882683333333972,3.762500000448199e-05,0.0068827861733151766
69,36,-0.0054161899999982666,0.009121745000001624,0.010608550606050567
124,18,-0.0010082200000027797,0.0035926199999920527,0.003731410729569783
124,38,0.007070646666665681,-0.0025363466666732393,0.007511797301470198
124,72,0.001728013333327283,-0.008959446666665372,0.009124566546032645
148,52,-0.0006771825000022602,-0.001938137499990944,0.0020530350964317336
148,147,-0.004256720000000769,-0.0032361250000008113,0.005347164685516689
148,133,0.0018594133333316165,0.005807599999997137,0.006098002599551606
105,2,-0.00041839768339713146,0.0034212436293472592,0.003446732451586762
105,29,0.0009355228571443774,-0.003495829523799898,0.0036188433339550087
105,68,-0.0034149642857137508,-0.003328528571429956,0.004768761214773285
139,44,0.001464840000000578,0.004115060000003723,0.004368005841254374
139,123,0.004381500000000926,-8.115333334046682e-05,0.00438225148907732
139,56,-0.005061604761902316,-0.00013712952380728893,0.005063461984849083
134,45,0.002243316666664441,-0.00021533761903924642,0.0022536281763210074
134,0,-0.0022105363636377717,0.002642417532470631,0.00344511849300907
134,78,0.00023280111111034785,0.0037122346031708275,0.0037195271347730593
79,16,0.004504366923075764,-0.000928982307684123,0.004599166175046206
79,149,0.0051110399999991785,0.006850209999996082,0.008546818526541787
79,41,0.004784370952386041,-0.00858388999999704,0.009827175226996032
110,23,0.0031703266666660568,0.0031994983333305527,0.004504193685706565
110,66,-0.0023864015384624793,-0.006110967692308122,0.006560399259131242
110,126,-0.005756840000000096,0.0064836399999990135,0.008670570594556526
101,17,-0.0018528500000023485,-0.002217708333333235,0.002889858711813499
101,111,-0.0013906045454561422,0.004661175757576075,0.004864189597955468
101,118,0.004672700000000418,-0.0014385166666670557,0.0048891160234016545
11,77,0.002953924999999913,-0.0022302500000108694,0.0037013089533532552
11,99,-0.0032150225000009414,0.0027745324999983723,0.004246692862576657
11,116,-0.001494662500000743,-0.005752070833338507,0.005943091355570098
12,120,0.0050969251461978615,0.0045511725146099025,0.006833141093500464
12,50,0.007123444444445681,-0.0004114222222284525,0.007135315620072278
12,68,-0.0007497293650793324,0.007266692063481628,0.007305265749192779
65,31,-0.005243390000000403,-0.005880596666671067,0.007878740752694373
65,145,0.001584700000002215,-0.009030600000002664,0.009168588247383298
65,133,-0.009578966666666133,-0.0009302666666712867,0.009624032339524873
86,97,-0.004952439560444333,0.0015827670329713328,0.00519921235193514
86,14,-0.004555492857146959,-0.0033095999999943615,0.005630805211644214
86,3,0.005737264285709642,0.002988053571428395,0.006468745290224787
28,119,0.005466185714283256,-0.004998333333332994,0.007406923948181328
28,37,-0.010420630952388876,0.0031575166666755194,0.010888501317730497
28,104,0.011078085714281372,0.0021428000000014435,0.011283420356123014
9,66,0.002609988461539814,0.0016253756410264941,0.003074717181110037
9,80,-0.004081994444444348,-0.004346061111107247,0.005962459712732094
9,143,-0.007728170000000034,-0.00048405666666440084,0.007743314691102434
117,135,0.00492400952381189,0.00033452380952780914,0.004935359760922317
117,36,0.005068626666670184,-0.003462413333338077,0.006138345247455326
117,98,0.004535746666668672,0.005973526666664952,0.007500401233371003
16,79,-0.004504366923075764,0.000928982307684123,0.004599166175046206
16,41,0.0002800040293102768,-0.007654907692312918,0.007660027025687408
16,149,0.0006066730769234141,0.007779192307680205,0.007802812645587141
90,118,-0.003136035714287999,0.004533202380955004,0.005512226757671164
90,32,-0.005107657142861655,-0.0028518999999960215,0.0058499141103953815
90,56,0.006729109523806898,0.001470176190480288,0.006887839502662923
111,0,0.0036140681818181974,0.0002548227272711756,0.003623040635317883
111,101,0.0013906045454561422,-0.004661175757576075,0.004864189597955468
111,78,0.006057405656566317,0.001324639797971372,0.006200551095069796
59,42,-0.00843416000000019,0.004038119999989931,0.009351014278671693
59,111,0.007440495454545726,-0.006522890909096191,0.009894901637767064
59,79,0.008005560000000855,0.007399689999985526,0.010901578005476982
136,15,-0.004943511111108023,-0.0002476777777786765,0.004949711747895413
136,71,0.002811483333331921,-0.004087116666653401,0.004960741998979505
136,64,0.0014653333333320973,0.0054656333333298335,0.005658652623388393
121,48,-0.0035418666666693355,-0.0024377333333376328,0.00429969339475837
121,40,0.003248949999999695,0.0052021999999993795,0.006133397177950533
121,18,-0.0010586333333328923,-0.007279033333347229,0.007355612197664011
95,27,0.001754547222223124,-0.008100450000000592,0.008288288493864126
95,87,-0.009673925000001304,0.0008978500000011991,0.009715500992133776
95,81,0.008736774999999142,0.004647550000001388,0.009896007194981363
122,37,0.0015610433333286267,0.003718556666669315,0.004032929452861847
122,66,-0.006343901538460983,0.004530132307692725,0.007795331003548793
122,64,0.0004827600000005816,-0.009035460000006879,0.009048347618727127
10,76,0.006405673333336637,-0.0017909799999955567,0.006651335220375243
10,67,0.002887866666668515,-0.006772733333335168,0.007362723048500766
10,92,0.0006245583333388538,0.008638474999997925,0.008661023232697863
141,3,-0.001211950000001849,0.005564875000004577,0.005695318829370347
141,114,-0.004281200000001206,-0.005932749999999487,0.007316159921878706
141,86,-0.006949214285711491,0.0025768214285761815,0.007411584706626921
70,25,-0.0032085666666645807,0.004133494444445773,0.005232654811536409
70,102,0.005528033333334292,0.0037228166666665174,0.006664721784745785
70,34,0.0015389466666668739,-0.008158956666676431,0.00830282667117343
116,77,0.004448587500000656,0.003521820833327638,0.00567390101492991
116,11,0.001494662500000743,0.005752070833338507,0.005943091355570098
116,147,0.004524899999999832,-0.004179341666670666,0.006159676677940817
66,9,-0.002609988461539814,-0.0016253756410264941,0.003074717181110037
66,110,0.0023864015384624793,0.006110967692308122,0.006560399259131242
66,122,0.006343901538460983,-0.004530132307692725,0.007795331003548793
68,29,0.004350487142858128,-0.00016730095236994202,0.004353702790595353
68,105,0.0034149642857137508,0.003328528571429956,0.004768761214773285
68,120,0.005846654511277194,-0.0027155195488717254,0.006446504121967383
102,70,-0.005528033333334292,-0.0037228166666665174,0.006664721784745785
102,55,0.00010466666666175684,0.006710699999999292,0.006711516192418862
102,21,0.007733933333334164,0.001986291666668194,0.007984928264520151
138,75,-0.0004956050000011203,0.0039163200000018605,0.003947554516208824
138,48,0.005139241666661576,0.00045289999999909014,0.005159159167766549
138,142,-0.0038937250000010692,-0.0063157000000018115,0.007419512171676532
88,2,0.001953628690227305,-0.0017400981289057427,0.002616219898536918
88,105,0.0023720263736244362,-0.005161341758253002,0.005680313183501072
88,68,-0.0010429379120893145,-0.008489870329682958,0.00855369029736898
64,136,-0.0014653333333320973,-0.0054656333333298335,0.005658652623388393
64,15,-0.0064088444444401205,-0.00571331111110851,0.008585756283831202
64,122,-0.0004827600000005816,0.009035460000006879,0.009048347618727127
47,76,-0.007666260000000591,0.0007495628571376756,0.007702816813634441
47,19,0.00865821267605682,0.00375321187121358,0.009436696778748883
47,129,0.007340962499998938,0.006259980357128825,0.00964764657820908
126,51,-0.007384733333331894,-0.0008301333333378125,0.007431245370430298
126,110,0.005756840000000096,-0.0064836399999990135,0.008670570594556526
126,23,0.008927166666666153,-0.003284141666668461,0.009512091840451455
67,76,0.003517806666668122,0.004981753333339611,0.006098592462059997
67,10,-0.002887866666668515,0.006772733333335168,0.007362723048500766
67,47,0.011184066666668713,0.004232190476201936,0.011958042625419286
98,135,0.00038826285714321784,-0.005639002857137143,0.005652353604387988
98,108,0.0056081109090904135,0.0036014945454496683,0.006664958434196166
98,117,-0.004535746666668672,-0.005973526666664952,0.007500401233371003
132,13,-0.0021066999999987956,-0.0037475000000029013,0.004299062821129353
132,27,0.00433427222222349,0.006188949999994975,0.0075557274830936
132,125,0.009778700000001805,-7.755000000031487e-05,0.009779007500382407
34,53,0.005262353333328917,-0.0022773433333327375,0.0057339912157826885
34,92,-0.006356054999997696,-0.0008064849999982471,0.006407015937097228
34,70,-0.0015389466666668739,0.008158956666676431,0.00830282667117343
113,4,-0.008316874999998447,-0.005237024999999562,0.009828369173785628
113,13,-0.005796199999998919,0.008501649999999472,0.010289508596744476
113,132,-0.0036895000000001232,0.012249150000002373,0.01279273567195692
38,124,-0.007070646666665681,0.0025363466666732393,0.007511797301470198
38,72,-0.005342633333338398,-0.006423099999992132,0.00835463611083077
38,74,0.009280833333331628,-0.003361983333320495,0.009871008018161279
130,61,-0.003916800000002496,-0.0015994999999975335,0.0042308063640412175
130,96,0.006258799999997677,0.003944474999997283,0.007398071401762386
130,90,-0.001351814285712294,0.008078514285713823,0.008190836033491218
53,34,-0.005262353333328917,0.0022773433333327375,0.0057339912157826885
53,93,0.005656966666670371,0.005055833333329929,0.007587010120082199
53,129,0.009169929166670698,-0.003448179166667842,0.009796812771876377
76,67,-0.003517806666668122,-0.004981753333339611,0.006098592462059997
76,10,-0.006405673333336637,0.0017909799999955567,0.006651335220375243
76,47,0.007666260000000591,-0.0007495628571376756,0.007702816813634441
50,108,0.0012459242424220918,-0.0031215454545474586,0.0033610077718834517
50,120,-0.0020265192982478197,0.004962594736838355,0.00536042227704745
50,80,0.004092488888886692,0.005804255555560189,0.0071019608461263956
83,23,-0.007990899999999357,0.002554524999993646,0.008389283687275229
83,37,-0.005642683333338283,-0.007567516666668439,0.009439660147517931
83,110,-0.011161226666665414,-0.0006449733333369068,0.011179846658402737
58,144,-0.004596349999999916,-0.0031793500000105723,0.005588801279797525
58,85,-0.011154666666669755,-0.0016993666666706986,0.011283369865084847
58,115,-0.004701949999997623,0.010859150000001705,0.011833404942154844
39,104,-0.004884633333332999,-0.006652266666677065,0.008253017303125604
39,57,0.010174166666669038,-0.004196616666675368,0.01100569210945758
39,149,0.011977716666667249,-0.009150966666680915,0.015073350240794632
51,126,0.007384733333331894,0.0008301333333378125,0.007431245370430298
51,88,-0.006859535897437041,-0.007372182051270215,0.01006987094879066
51,2,-0.0049059072072097365,-0.009112280180175958,0.010348989110429096
93,53,-0.005656966666670371,-0.005055833333329929,0.007587010120082199
93,129,0.0035129625000003273,-0.00850401249999777,0.009201039839416352
93,21,0.0008037000000022942,0.011089575000013951,0.011118660322670988
92,34,0.006356054999997696,0.0008064849999982471,0.006407015937097228
92,10,-0.0006245583333388538,-0.008638474999997925,0.008661023232697863
92,70,0.004817108333330822,0.008965441666674678,0.010177606642702973
140,43,-0.00015253571428175405,-0.00277813333332233,0.0027823177320083496
140,109,-0.0007459416666684149,-0.00646681666665927,0.006509696365442413
140,26,0.005806029999998685,0.0038007566666777848,0.006939433377458159
99,11,0.0032150225000009414,-0.0027745324999983723,0.004246692862576657
99,94,0.0006045599999993101,0.006620179999998754,0.0066477271323349815
99,77,0.006168947500000854,-0.005004782500009242,0.0079437875808814
37,122,-0.0015610433333286267,-0.003718556666669315,0.004032929452861847
37,66,-0.00790494487178961,0.0008115756410234098,0.007946496614680927
37,110,-0.0055185433333271305,0.006922543333331532,0.008853017944388352
3,141,0.001211950000001849,-0.005564875000004577,0.005695318829370347
3,86,-0.005737264285709642,-0.002988053571428395,0.006468745290224787
3,144,0.0005124999999992497,0.00832672499998921,0.008342481973336504
20,87,-0.005394900000002423,-0.00862390000000346,0.010172344725779096
20,95,0.004279024999998882,-0.009521750000004658,0.01043905062796441
20,35,-0.00898062000000266,0.008198939999999766,0.012160351668765338
87,112,-0.0075632333333359725,0.0005330666666623074,0.007581995682245594
87,21,-0.006894799999997758,-0.005572874999998589,0.008865393550518689
87,95,0.009673925000001304,-0.0008978500000011991,0.009715500992133776
85,73,-0.0019379666666630158,-0.004939533333327972,0.005306100673013575
85,123,-0.001686733333329471,0.00542823333333331,0.005684257775547799
85,144,0.006558316666669839,-0.0014799833333398738,0.006723233460715402
54,137,0.003581539999998995,-0.0005445400000070322,0.0036226996264112844
54,17,0.008605099999996924,0.002437804999999571,0.008943748611626445
54,62,0.0043464749999984065,-0.009926945000003684,0.010836792973878817
32,90,0.005107657142861655,0.0028518999999960215,0.0058499141103953815
32,61,0.0025426714285714525,-0.0068261142857153345,0.007284299158829253
32,118,0.0019716214285736555,0.007385102380951025,0.0076437574683358
40,114,0.004785216666668646,-0.0009365333333448689,0.0048760017669633214
40,14,-0.002438290476188598,0.004263438095236438,0.0049114320557435516
40,121,-0.003248949999999695,-0.0052021999999993795,0.006133397177950533
96,24,0.0032680692307707204,-0.003844436538457785,0.00504578723246825
96,56,-0.0008815047619030736,0.005604215476196828,0.005673119225690733
96,139,0.004180099999999243,0.005741345000004117,0.007101850351779171
144,58,0.004596349999999916,0.0031793500000105723,0.005588801279797525
144,85,-0.006558316666669839,0.0014799833333398738,0.006723233460715402
144,3,-0.0005124999999992497,-0.00832672499998921,0.008342481973336504
71,127,-0.002649770000001439,-0.0032765700000112474,0.0042139283356366335
71,136,-0.002811483333331921,0.004087116666653401,0.004960741998979505
71,15,-0.007754994444439944,0.0038394388888747244,0.008653394121077462
137,54,-0.003581539999998995,0.0005445400000070322,0.0036226996264112844
137,17,0.005023559999997929,0.002982345000006603,0.005842134607542313
137,101,0.006876410000000277,0.005200053333339838,0.008621227821933636
17,101,0.0018528500000023485,0.002217708333333235,0.002889858711813499
17,137,-0.005023559999997929,-0.002982345000006603,0.005842134607542313
17,118,0.006525550000002767,0.0007791916666661791,0.006571905542225795
149,57,-0.0018035499999982108,0.004954350000005547,0.005272416573550359
149,16,-0.0006066730769234141,-0.007779192307680205,0.007802812645587141
149,79,-0.0051110399999991785,-0.006850209999996082,0.008546818526541787
13,132,0.0021066999999987956,0.0037475000000029013,0.004299062821129353
13,113,0.005796199999998919,-0.008501649999999472,0.010289508596744476
13,129,-0.009173037500001868,-0.006231712500010644,0.011089583295112103
61,130,0.003916800000002496,0.0015994999999975335,0.0042308063640412175
61,32,-0.0025426714285714525,0.0068261142857153345,0.007284299158829253
61,90,0.002564985714290202,0.009678014285711356,0.01001214823246969
62,137,-0.0007649349999994115,0.009382404999996652,0.009413535421837338
62,81,-0.010363975000000636,-0.0002840749999961645,0.010367867495597203
62,32,0.008812553571427628,0.005758839285718409,0.010527361035321984
112,21,0.0006684333333382142,-0.006105941666660897,0.006142420268736362
112,55,-0.006960833333334193,-0.0013815333333297986,0.007096607291203153
112,87,0.0075632333333359725,-0.0005330666666623074,0.007581995682245594
81,95,-0.008736774999999142,-0.004647550000001388,0.009896007194981363
81,62,0.010363975000000636,0.0002840749999961645,0.010367867495597203
81,54,0.006017500000002229,0.010211019999999849,0.011852224925743846
119,42,0.0009234899999981394,-0.00556934666666109,0.00564539246408481
119,28,-0.005466185714283256,0.004998333333332994,0.007406923948181328
119,104,0.005611899999998116,0.007141133333334437,0.009082356901952216
74,38,-0.009280833333331628,0.003361983333320495,0.009871008018161279
74,72,-0.014623466666670026,-0.003061116666671637,0.0149404221024101
74,124,-0.01635147999999731,0.005898329999993734,0.01738278444263571
49,142,-0.0027173000000004777,0.006643199999999183,0.007177452579431768
49,103,-0.009624099999999913,-0.002205599999996366,0.009873599757433066
49,124,0.00980712000000139,0.004977879999998436,0.010998131295307021
1,55,0.0012761333333273228,-0.005616633333332288,0.005759781791485549
1,69,-0.0004917500000019004,0.0065506083333275456,0.006569040082018236
1,91,-0.006252166666669723,-0.0037736666666745577,0.007302749354796908
114,40,-0.004785216666668646,0.0009365333333448689,0.0048760017669633214
114,146,0.006025099999998673,-0.0033813000000009197,0.006909053459048514
114,141,0.004281200000001206,0.005932749999999487,0.007316159921878706
123,139,-0.004381500000000926,8.115333334046682e-05,0.00438225148907732
123,44,-0.0029166600000003484,0.00419621333334419,0.005110294697425736
123,85,0.001686733333329471,-0.00542823333333331,0.005684257775547799
128,75,0.0017683949999991455,-0.0032879799999960824,0.003733367562455673
128,63,0.0053914549999980466,0.0020026600000022654,0.005751385406370626
128,7,-0.004899285000000475,-0.003110300000003008,0.005803185297855684
146,114,-0.006025099999998673,0.0033813000000009197,0.006909053459048514
146,141,-0.001743899999997467,0.009314050000000407,0.009475901783603434
146,40,-0.010810316666667319,0.0043178333333457886,0.011640731554682345
143,29,-0.003968999999997891,-0.002155446666662897,0.004516515397163111
143,105,-0.004904522857142268,0.0013403828571370013,0.005084384983450575
