Amenity Type,Name,Latitude,Longitude,road,suburb,state_district
clinic,Haribandhu Fracture Clinic Pvt Ltd.,25.3502193,83.0226852,Madan Mohan Malviya Road,Pilokothi,Varanasi
clinic,Kalra Nursing Home,25.4266104,81.8268836,Atala Road,Roshan Bagh,Prayagraj
clinic,Life Line Medical and Surgical Health Care Center,25.5808248,83.5801274,NH31,,Ghazipur
clinic,City Nursing and Maternity Home,25.4429561,81.828429,Leader Road,Chowk,Prayagraj
clinic,Charu Nursing Home,25.91725,81.9930951,Katra Road,,
clinic,Dev Nursing Home,25.4633446,81.8484825,Muir Road,Katra,Prayagraj
clinic,Prema Nursing Home and Shri Hari Surgical Research Centre,26.0286596,83.3883896,NH128B,,Mau
clinic,Sardar Nursing Home,26.255524,82.063031,Rajguru Marg,,Sultanpur
clinic,J.P. Hospital and Surgical Centre,25.2890796,82.9708877,SH74,Bhullanpur,Chandauli
clinic,"Kamala Nursing Home, Varanasi",25.2596764,83.0338507,National Highway 7,,Varanasi
clinic,"Ashirvad Nursing Home, Chandauli",25.2760437,83.1357282,Sakaldiha - Mughalsarai Highway,,Chandauli
clinic,Baba Clinic and Nursing Home,25.2620454,83.2630181,NH19,,Chandauli
clinic,Prince Clinic and Nursing Home,25.3274904,82.9914415,Patel Road,Cantonment,Varanasi
clinic,Santusti Nursing and Surgical Centre,25.3987077,82.5677691,NH731B,,Sant Ravidas Nagar
clinic,Maa Sharda Clinic and Nursing Home,26.742639,83.3716097,SH1,,Gorakhpur
clinic,Dr. S K Sharma Eye Clinic,26.7412138,83.3686995,Gita Press Road,,Gorakhpur
clinic,Dr. S.Nath Memorial Eye Clinic Phaco and Laser Centre,25.3230301,83.0010518,St. Kabir Road,,Varanasi
clinic,Kalptaru Chikitsalya,25.7454716,82.6816966,Shahi Bridge,,Jaunpur
clinic,Shiv Surgical Hospital And Medical College,25.3588766,83.0135543,Gautam Buddha Rajpath Road,Pilokothi,Varanasi
clinic,Nirmal Nursing Home,25.4757592,82.5690023,NH135A,,Jaunpur
clinic,Agarwal Nursing Home,25.9217322,83.5680239,Imiliya Road,,Mau
clinic,"Rajendra Nursing Home and Dental Clinic, Varanasi",25.354083,82.9825312,Panch Koshi Road,,Varanasi
clinic,Sangeeta Nursing Home,25.7279201,82.68985,NH31,,Jaunpur
clinic,Vishal Medicare Centre,25.4615794,82.4083479,NH731B,,Sant Ravidas Nagar
clinic,Arogyaneer Diagnostic Clinic,25.5931466,82.9993722,NH731,,Jaunpur
clinic,The Fractures Clinic and Trauma Hospital,25.3032363,82.9764466,Rathyatra Mahmoorganj Road,,Varanasi
clinic,Adarsh Nursing Home,25.2833258,82.9730503,University Road,Bhullanpur,Varanasi
clinic,Sneha Nursing Home,26.2668388,83.5054453,NH227A,,Mau
clinic,"Rahul Nursing Home, Mau",25.9226106,83.5668521,NH24;NH128B,,Mau
clinic,Chitwan Surgical Center,26.5847764,82.1976521,,,Ayodhya
clinic,"Samarpan Hospital, Varanasi",25.3507187,82.976228,Kautilya Kon Road,,Varanasi
clinic,"Sri Sai Nursing Home, Varanasi",25.3344185,82.7890876,NH731B,,Varanasi
clinic,Shanti Nursing Home,26.0538456,83.1828117,Azamgarh-Doharighat Marg,,Azamgarh
clinic,Allahabad Nursing Home,25.4654018,81.8332046,Clive Road,Civil Lines,Prayagraj
clinic,Dr. N D Tahiliani Memorial Clinic And Minimal Inva,25.4680377,81.8243661,Nyaya Marg,Ashok Nagar,Prayagraj
clinic,"Chandra Nursing Home, Varanasi",25.3275898,83.0027376,St. Kabir Road,,Varanasi
clinic,Arogyam Piyush Clinic,25.3661363,83.006195,Daulatpur Road,,Varanasi
clinic,Nandan Ent Clinic,26.7427516,83.3732077,SH1,,Gorakhpur
clinic,Dularee Nursing Home,26.7416989,83.3760304,SH1,,Gorakhpur
clinic,Shivam Maternity and Nursing Home,25.3530274,82.9819612,Panch Koshi Road,,Varanasi
clinic,Tandon Multispeciality Hospital and Ishita Modern Eye Care Centre,25.3191944,83.0067299,St. Kabir Road,,Varanasi
clinic,Kamla Polyclinic,25.4497628,81.8604552,Malviya Road,George Town,Prayagraj
clinic,Shri Hari Netralaya,25.4546773,81.8513656,Pannalal Road,George Town,Prayagraj
clinic,Eye Clinic,25.4384364,81.8394688,Zero Road,Chowk,Prayagraj
clinic,Jijivisha Medicare and Trauma Centre,25.4470887,81.8615844,Malviya Road,George Town,Prayagraj
clinic,Raj Nursing Home,25.2882993,82.4267406,NH19,,Sant Ravidas Nagar
clinic,Kumar Ent and Head and Neck Clinic,25.2780889,83.0032586,Ramnagar Road,,Varanasi
clinic,Mangalam Clinic and Trauma Centre,25.3110083,83.0024332,Luxa Road,,Varanasi
clinic,Annu Nursing Home and Maternity Centre,26.4118646,82.5460989,NH135A,,Ambedkar Nagar
clinic,Dispensary No.2,25.4642043,81.8264642,Drummond Road,Ashok Nagar,Prayagraj
clinic,Sharda Polyclinic,26.0467164,83.1970395,NH128B,,Azamgarh
clinic,Sachan Nursing Home,25.4509899,81.8619747,Jawaharlal Nehru Road,George Town,Prayagraj
clinic,Sah Speciality Clinic,25.2905553,83.0004665,Ravindrapuri Road,,Varanasi
clinic,"Akanksha Nursing Home, Varanasi",25.3118776,82.9877642,Vidyapeeth Lanka Road,Cantonment,Varanasi
clinic,Shail Nursing Home,25.353734,82.9649064,Jaunpur Road,,Varanasi
clinic,Umang Nursing Home,25.3518488,82.9822486,Mahavir Road,,Varanasi
clinic,"Yash Nursing Home and Maternity Home, Bhadohi",25.6454714,82.9182591,NH731,,Jaunpur
clinic,Uphar Nursing Home Pvt. Ltd.,25.3046542,82.9803948,Rathyatra Mahmoorganj Road,,Varanasi
clinic,Dua Nursing andMaternity Home,25.4509687,81.7807775,Kendranchal Road,,Sultanpur
clinic,Khetan Netra Chikitsalya,26.0780998,83.1857863,NH128C,,Azamgarh
clinic,Mayocare Heart Clinic,25.4500332,81.7662426,Grand Trunk Road,Bamrauli,Prayagraj
clinic,Ashish Nursing Home,25.9294793,83.5667941,NH128B,,Mau
clinic,Sardar Patel Clinic,26.7454607,83.3793117,SH1,,Gorakhpur
clinic,"Sanjeevani Nursing Home, Azamgarh",26.0895511,83.1878342,NH128C,,Azamgarh
clinic,Raj Ganga Nursing Home,25.9191419,81.9844577,Kamla Gang Bazar Marg,,
clinic,"Sanjeevani Nursing Home, Varanasi",25.3536867,82.9793367,Panch Koshi Road,,Varanasi
clinic,Himanshu Hospital and Clinic Pvt Ltd,25.3493104,82.9916064,Panch Koshi Road,,Varanasi
clinic,Pankaj Chikatsalay,26.0043596,83.112957,NH28,,Azamgarh
clinic,Murti Fracture Clinic,25.2880337,83.1094198,MDR65E,,Chandauli
clinic,J.J Clinic and Nursing Home,25.2767719,83.1335617,Sakaldiha - Mughalsarai Highway,,Chandauli
clinic,Dayal Nursing Home and Maternity Home,25.4495004,81.762112,Grand Trunk Road,Bamrauli,Prayagraj
clinic,Raj Nursing Home,25.455994,81.8527398,Pannalal Road,George Town,Prayagraj
clinic,Srijan Poly Clinic,25.3956777,81.8627411,Naini Bazar Road,,Prayagraj
clinic,Vishal Surgical Center,25.3163026,82.9088225,NH731B,,Varanasi
clinic,Om Sai Nath Child Care Centre,26.2844295,83.5124573,NH227A,,Gorakhpur
clinic,Jeevan Rekha Nursing Home,24.9915414,82.0689514,SH102,,Prayagraj
clinic,Anmol Poly Clinic,25.3600376,83.0653328,Varanasi Ring Road,,Varanasi
clinic,Chiranjiv Nursing Home,25.4413515,81.8650706,NH30,New Bairahana,Prayagraj
clinic,Prakash Nursing Home,26.0532877,83.1812721,Azamgarh-Doharighat Marg,,Azamgarh
clinic,Anurag Maternity and Laparoscopic Center,25.3024243,82.9690787,Bhulanpur Marg,,Varanasi
clinic,M.M. Nursing Home,26.7429588,83.3712517,SH1,,Gorakhpur
clinic,Anand Poly clinic and Trauma Centre,25.2845053,82.4361156,MDR 156E,,Sant Ravidas Nagar
clinic,Shailja Nursing Home,25.2573714,83.2764725,NH19,,Chandauli
clinic,Ram Nath Memorial Nursing Home,25.3697983,82.9726593,Nawalpur Road,,Varanasi
clinic,Baby Care Clinic,25.3023578,82.9753549,Manduadih Flyover,,Varanasi
clinic,Wazirunnisa Mother Care Nursing Home,25.3867334,82.5821934,NH731B,,Sant Ravidas Nagar
clinic,Dispensary No.1,25.4782611,81.8606785,Chatham Lines,Old Cantonment,Prayagraj
clinic,Bps Heart Clinic,25.2824005,82.9906966,BHU DLW Road,,Varanasi
clinic,Rudrapriya Clinic,25.2683883,83.0138326,,,Varanasi
clinic,Dr. Preeti Maternity Clinic,25.425308,81.912422,NH19,,Prayagraj
clinic,Sachan Poly Clinic,25.4839218,81.8769177,Chatham Lines,Old Cantonment,Prayagraj
clinic,Dr. OP. Singh Clinic,25.4088946,81.9177673,NH19,,Prayagraj
clinic,Alok Mishra Gastro Clinic,25.4541694,81.8603227,Malviya Road,George Town,Prayagraj
clinic,Kamla Memorial Clinic,25.4391012,81.8381289,Zero Road,Chowk,Prayagraj
clinic,ECHS Polyclinic,26.0482847,83.1840446,NH128B,,Azamgarh
clinic,Raj Clinic,26.0844709,83.0361054,Purvanchal Expressway,,Azamgarh
clinic,Mishra Clinic,24.9265262,82.6758657,Mirzapur - Ghorawal Road,,Mirzapur
clinic,Shahi Neuro Psychiatry Clinic,26.7424394,83.3682212,Gita Press Road,,Gorakhpur
clinic,Dr.Devmuni Singh Clinic,24.873904,83.0395976,SH5A,,Mirzapur
clinic,Apollo Clinic,26.738647,83.367827,Gita Press Road,,Gorakhpur
clinic,Star Health Care Clinic,26.3445711,83.4138496,NH227A,,Gorakhpur
clinic,Arthritis Homoeopathic Clinic,25.4559036,81.873128,Bakshi Bandh,Allahpur,Prayagraj
clinic,Patwardhan Skin Clinic,25.2805137,82.9903301,BHU DLW Road,,Varanasi
clinic,DR CHAUHAN EYE CLINIC,25.4004424,81.8678011,Mirzapur Road,Kharkauni,Prayagraj
clinic,Medi-Kiran,25.4663303,81.830858,Muir Road,Ashok Nagar,Prayagraj
clinic,KESARWANI CLINIC,25.3797806,81.8456445,MAA DURGA COLONY,,Prayagraj
clinic,Ajay Poly Clinic,25.2232689,82.5111671,MDR 156E,,Mirzapur
clinic,Dr. Peeyush Chansouria's Bone Clinic,25.2810451,82.990486,BHU DLW Road,,Varanasi
dentist,Prayag Dental Clinic,25.455127,81.841359,Tashkent Marg,Civil Lines,Prayagraj
dentist,Avon Dental Clinic and Hospital,25.3269832,82.964445,Cemetery Road,Cantonment,Varanasi
dentist,Rastogi Dental Hospital,25.4581097,81.8382351,Thornhill Road,Civil Lines,Prayagraj
dentist,Naini Dental Hospital,25.4012539,81.868973,Mirzapur Road,Kharkauni,Prayagraj
dentist,Dental Hospital,25.4549389,81.8710772,Bakshi Bandh,Allahpur,Prayagraj
dentist,Public Dental Hospital,26.0412036,83.1891825,SH67,,Azamgarh
dentist,Prakhar Dental Hospital,26.0774853,83.1853284,NH128C,,Azamgarh
dentist,Dentist hospital,25.3428889,82.9964458,Premchand Road,Cantonment,Varanasi
dentist,Dental hospital,25.3380641,82.9965272,Premchand Road,Cantonment,Varanasi
dentist,Shubham Dental Clinic,25.406536,81.8678942,Mirzapur Road,Kharkauni,Prayagraj
dentist,Maruti Dental Clinic,25.452133,81.8350271,Lal Bahadur Shastri Marg,Civil Lines,Prayagraj
doctors,dubay clinic,25.4395135,81.8598341,Bank Road,New Bairahana,Prayagraj
doctors,Dr. Vinod Kumar Maurya,25.3526539,82.9769841,Panch Koshi Road,,Varanasi
doctors,Bangali Doctor,26.6218178,83.559367,NH727A,,Gorakhpur
doctors,Center For Sight,25.4558325,81.8345712,Tashkent Marg,Civil Lines,Prayagraj
hospital,Mata Anandmayee Hosiptal,25.2929029,83.0055074,Pandit Manmohan Malviya Road,,Varanasi
hospital,Punjabi Hospital,25.3460988,83.0372616,Madan Mohan Malviya Road,Pilokothi,Varanasi
hospital,Sri Narayan Ashram Hospital,25.4969605,81.8684147,NH30,Teliyarganj,Prayagraj
hospital,Government Hospital Nandganj,25.5434374,83.4006007,NH31,,Ghazipur
hospital,"Samvedna Hospital, Varanasi",25.2965812,83.0013293,Durgakund Road,,Varanasi
hospital,Priti Hospital,25.4573983,81.8541354,Pannalal Road,George Town,Prayagraj
hospital,"Jeevan Jyoti Hospital, Allahabad",25.436294,81.8465893,Grand Trunk Road,Chowk,Prayagraj
hospital,Heritage Hospitals Ltd,25.2788877,83.0028725,Pandit Manmohan Malviya Road,,Varanasi
hospital,"S.R.N. Hospital, M.L. N. Medical College",25.4456103,81.8448926,Pannalal Road,George Town,Prayagraj
hospital,"Sanjeevani Hospital, Kaimur (Bhabua)",25.0529472,83.6049874,NH219,,Kaimur
hospital,"Prakash Hospital, Kaimur (Bhabua)",25.2120479,83.5200848,NH19,,Kaimur
hospital,"Ranjan Hospital, Kaimur (Bhabua)",25.0402736,83.6076361,NH219,,Kaimur
hospital,Shakuntla Multi Speciality Hospital,25.4248667,81.9247846,NH19,,Prayagraj
hospital,Bhola Hospital,25.4534639,81.8558676,Lowther Road,George Town,Prayagraj
hospital,Ambedkar Scan Hospital (Pvt.) Ltd.,25.1339452,82.5781942,Station Road,,Mirzapur
hospital,Seema Hospital,26.3259352,82.9505861,Atraulia Atraith Road,,Azamgarh
hospital,Shekhar Hospital and Research Center,25.357457,82.9647079,NH31,,Varanasi
hospital,Nishant Maternity And Children Hospital,25.3504181,82.9967603,Gautam Buddha Rajpath Road Flyover,,Varanasi
hospital,Sadhana Hospital,26.4398191,82.5485551,SH5; SH30,,Ambedkar Nagar
hospital,Nisa General and Welfare Hospital,26.0888381,83.2928762,SH30A,,Azamgarh
hospital,Karunashray Hospital,26.2629362,82.0750688,Pant Stadium Road,,Sultanpur
hospital,New Yashlok Hospital,26.0794356,83.1869759,NH128C,,Azamgarh
hospital,Samarpit Hospital,25.7470184,82.6795542,Shahi Bridge,,Jaunpur
hospital,Dwarka Hospital,25.437487,81.8450908,Zero Road,Chowk,Prayagraj
hospital,Akash Hospital,25.3848185,82.5858783,NH731B,,Sant Ravidas Nagar
hospital,"Parth Hospital, Jaunpur",25.7367334,82.6761398,NH31;NH731,,Jaunpur
hospital,Shri Gangaram Memorial Hospital,25.247891,82.9940164,Varanasi Bypass Expressway,,Varanasi
hospital,Zohra Hospital,26.285864,83.5112429,NH227A,,Gorakhpur
hospital,Rehman Hospital,26.0809991,83.1910971,NH128C,,Azamgarh
hospital,Real Reliance Hospital,25.3669118,83.0259106,Ashoka road,,Varanasi
hospital,Ranjana Hospital,25.4382354,81.8445128,Zero Road,Chowk,Prayagraj
hospital,Ramakrishna Mission Home Of Service,25.3068304,82.9978198,Luxa Road,,Varanasi
hospital,"Vardan Hospital, Ambedkar Nagar",26.4506262,82.779566,Baskhari Jahangirganj Rajesultanpur Road,,Ambedkar Nagar
hospital,Nitin Surgical Center,26.4355638,82.5496562,SH5; SH30,,Ambedkar Nagar
hospital,Singh Medical And Surgical Centre,25.3264652,82.9927117,Patel Road,Cantonment,Varanasi
hospital,"Rama Hospital, Allahabad",25.452294,81.86083,Malviya Road,George Town,Prayagraj
hospital,Sri Ram Janaki Netralaya,26.7426534,83.3697899,SH1,,Gorakhpur
hospital,Jamea Hospital,25.3246623,83.0149859,Rabindranath Tagore Road,,Varanasi
hospital,"Geeta Hospital, Sultanpur",26.2513059,82.0689379,Faridi Gali,,Sultanpur
hospital,Surya Super Speciality Hospital,25.3051973,82.9805182,Raja Sir Motichand Road,,Varanasi
hospital,St Mary Hospital,25.315928,82.9106507,NH731B,,Varanasi
hospital,Guru Kripa Jagriti Hospital And Research Centre,25.4583031,81.8403155,Thornhill Road,Civil Lines,Prayagraj
hospital,Shikhar Hospital,25.4412243,81.8162088,Grand Trunk Road,Roshan Bagh,Prayagraj
hospital,Mukti Mission Sewa Hospital,25.3500933,83.0317504,Madan Mohan Malviya Road,Pilokothi,Varanasi
hospital,Jahangir Memorial Charitable Hospital,25.4025358,81.8692489,Mirzapur Road,Kharkauni,Prayagraj
hospital,Meghna Hospital and Research Center,25.2981978,82.9477684,Raja Moti Chand Road,,Varanasi
hospital,Sri Krishna Hospital and Urology Centre,26.7441571,83.3768293,SH1,,Gorakhpur
hospital,Madnani Medicare Pvt Ltd,25.4423942,81.8092552,Grand Trunk Road,Chakia,Prayagraj
hospital,Shivam Akshayavat Hospital,25.3852492,81.8741452,Mirzapur Road,ADA Colony,Prayagraj
hospital,Lifeline Hospital and Research Centre,26.0506256,83.1871717,NH128B,,Azamgarh
hospital,Jamuna Sewa Sadan and Research Centre,25.3586252,82.952923,NH31,,Varanasi
hospital,Sanmukh Hospital,25.4302771,82.8618097,NH31,,Varanasi
hospital,Varanasi Hospital And Medical Research Centre,25.2932811,82.9965229,Lane No.-2,,Varanasi
hospital,"Jeevan Deep Hospital, Bhadohi",25.3869981,82.592479,NH135A,,Sant Ravidas Nagar
hospital,Shakuntala Hospital,25.4537711,81.8426618,Tashkent Marg,Civil Lines,Prayagraj
hospital,"Virendra Hospital, Allahabad",25.4539839,81.8402796,Tashkent Marg,Civil Lines,Prayagraj
hospital,Svasti Hospital,25.4767798,81.850069,Stanley Road,Old Cantonment,Prayagraj
hospital,Ajay Hospital Accident Care and Surgical Hospital,25.342448,82.9774846,Central Jail Road,Cantonment,Varanasi
hospital,Rajeev Gandhi Memorial Hospital and Research Centre,26.0825114,83.1820835,NH128C,,Azamgarh
hospital,City Hospital and Orthopaedic and Taruma Center,25.4517419,81.8617031,Jawaharlal Nehru Road,George Town,Prayagraj
hospital,"Janseva Hospital, Varanasi",25.3026937,82.952709,Raja Moti Chand Road,,Varanasi
hospital,Arvind Surgical and Research Centre Pvt.Ltd.,25.4680026,81.8288192,Muir Road,Ashok Nagar,Prayagraj
hospital,Arunoday Hospital,25.3043668,82.9815736,Rathyatra Mahmoorganj Road,,Varanasi
hospital,Sneha Hospital,25.2555496,82.9586595,BLW Road,Bhullanpur,Varanasi
hospital,Varuna Hospital,25.3023421,82.9645711,Raja Moti Chand Road,,Varanasi
hospital,"Vivek Hospital, Varanasi",25.3006034,82.9560819,Raja Moti Chand Road,,Varanasi
hospital,Viveka Nand Hospital and Research Centre,25.1379724,82.5761953,Station Road,,Mirzapur
hospital,Siddharth Multi Speciality Hospital Science and Research Center,25.7354553,82.6797527,NH31;NH731,,Jaunpur
hospital,Sarthak Surgical Center,25.3579308,83.0112496,Gautam Buddha Rajpath Road,Pilokothi,Varanasi
hospital,Tyagi Hospital,26.0772963,83.1807759,NH128C,,Azamgarh
hospital,Sankatmochan Netralaya and Dental Care,25.2835877,82.9983911,Sankat Mochan Road,,Varanasi
hospital,"Navjeevan Hospital, Varanasi",25.2960203,82.9991037,Peace point Road,,Varanasi
hospital,"Phoenix Hospital, Allahabad",25.4559399,81.8616736,Jawaharlal Nehru Road,George Town,Prayagraj
hospital,Sardar Patel Hospital,25.4431995,81.8715656,NH19,Allahpur,Prayagraj
hospital,Sanjay Fracture Clinic and Maternity Centre,26.7342168,83.3665873,Gita Press Road,,Gorakhpur
hospital,Vedanta Hospital,26.0881073,83.1884345,NH128C,,Azamgarh
hospital,Dr. Sarojini Singh Hospital,25.2774771,82.9661643,BLW Road,Bhullanpur,Varanasi
hospital,Soumya Hospital,25.3945146,82.566994,NH731B,,Sant Ravidas Nagar
hospital,Tej Bahadur Sapru Hospital,25.4729624,81.845818,Stanley Road,Old Cantonment,Prayagraj
hospital,Nandini Medicare,25.3153485,82.9855648,Vidyapeeth Lanka Road,Cantonment,Varanasi
hospital,Shubham Hospitals,25.3117923,82.9856793,Vidyapeeth Lanka Road,Cantonment,Varanasi
hospital,Jagdish Hospital,26.7348828,83.3712637,Gita Press Road,,Gorakhpur
hospital,"Jain Hospital, Allahabad",25.4485522,81.853981,Lowther Road,George Town,Prayagraj
hospital,Santushti Hospital Pvt Ltd.,25.2826176,82.975713,University Road,Bhullanpur,Varanasi
hospital,"Vardaan Hospital, Varanasi",25.2829826,82.9749083,University Road,Bhullanpur,Varanasi
hospital,Ram Janani Hospital,26.7427666,83.3702049,SH1,,Gorakhpur
hospital,Maa Sharada Hospital,25.4394217,81.8572433,Defunct railway line,New Bairahana,Prayagraj
hospital,Hnm Shah Hospital,25.4327624,81.8176049,Allama Jawadi Road,Kareli,Prayagraj
hospital,Krishna Heart Care and Maternity Home,25.7399794,82.6845337,NH731,,Jaunpur
hospital,J P Memorial Hospital,25.7568582,82.694088,main road,,Jaunpur
hospital,"Sangam Hospital, Allahabad",25.4410889,81.8629107,NH30,New Bairahana,Prayagraj
hospital,"Priya Hospital, Allahabad",25.4502288,81.7779974,Kendranchal Road,Harwara,Prayagraj
hospital,Anand Mulispecilty Hospital,26.0773898,83.186404,NH128C,,Azamgarh
hospital,Annapurna Child and Maternity Clinic Pvt Ltd,26.7436375,83.357786,Kali Badi Road,,Gorakhpur
hospital,Netra Jyoti Centre,25.3581531,83.0144841,NH31,Pilokothi,Varanasi
hospital,Shivnath Hospital,25.3667543,83.0424316,NH31,,Varanasi
hospital,"Navjeevan Hospital, Sultanpur",26.2456502,82.0673682,Laksmanpur-Sastri Nagar Rd,,Sultanpur
hospital,"Singh Hospital, Ghazipur",25.5970814,83.5797358,NH24,,Ghazipur
hospital,Amardeep Hospital & Research Centre,25.4375479,81.8433035,Zero Road,Chowk,Prayagraj
hospital,"Nav Jyoti Hospital, Allahabad",25.4327503,81.7877697,GE Road,Chakia,Prayagraj
hospital,Sushila Maternity And Nursing Home,25.4598731,81.865886,Hashimpur Road,George Town,Prayagraj
hospital,Abhilasha Hospital And Research Centre Pvt.Ltd,25.4458415,81.8525072,MG Marg,Bairhana,Prayagraj
hospital,R.K. Hospital and Trauma Research Centre,26.053297,82.6870026,SH34,,Jaunpur
hospital,R.K Netralaya,25.3036115,82.9756862,Raja Sir Motichand Road,,Varanasi
hospital,R. C. Hospital,25.3010439,83.0836343,Varanasi Ring Road,,Chandauli
hospital,Vandana Super Speciality Hospital,25.4613007,81.8338403,Maharishi Dayanand Marg,Civil Lines,Prayagraj
hospital,Dhiraji Hospital,25.6437776,82.920776,NH731,,Jaunpur
hospital,Ashirvad Hospital and Research Center,25.3052664,82.9864379,Rathyatra Mahmoorganj Road,,Varanasi
hospital,Sunita Hospital,25.7396424,82.6656336,NH31;NH731,,Jaunpur
hospital,Sudha Surgical Hospital,25.3512519,82.9779245,Kautilya Kon Road,,Varanasi
hospital,"Sarodaya Hospital, Allahabad",25.4544846,81.8572352,Lowther Road,George Town,Prayagraj
hospital,Aman Hospital,25.4592004,81.8383109,Thornhill Road,Civil Lines,Prayagraj
hospital,Om Surgical Center and Maternity Home,25.3563214,83.0096523,NH31,Pilokothi,Varanasi
hospital,"Vatsalya Hospital, Varanasi",25.3484644,82.975772,Central Jail Road,Cantonment,Varanasi
hospital,Dev Matenity Home,25.3422395,82.9767966,Central Jail Road,Cantonment,Varanasi
hospital,Alliance Hospital,25.3190508,82.9965833,Nai Sarak Road,,Varanasi
hospital,"New Life Hospital, Varanasi",25.3129735,82.9900937,Sonia Road,,Varanasi
hospital,New Sahara Hospital,25.3317015,83.0236682,Madan Mohan Malviya Road,Pilokothi,Varanasi
hospital,Anand Hospital,25.2854642,83.1191824,MDR65E,,Chandauli
hospital,Anand Hospital,25.4639609,81.8480064,Muir Road,Katra,Prayagraj
hospital,"Life Care Hospital, Gorakhpur",26.7439702,83.3719668,SH1,,Gorakhpur
hospital,Ruma Hospital,25.9305332,82.0049501,NH330,,
hospital,S P Surgical Centre,25.3425037,82.9766236,Central Jail Road,Cantonment,Varanasi
hospital,Shree Ram Laxminarayan Marwari Hindu Hospital - Varanasi,25.3093752,83.0070332,Dashashwamedh Road,,Varanasi
hospital,Tilak Hospital and Maternity Home,25.4443541,81.8734278,NH19,Allahpur,Prayagraj
hospital,Alaknanda Hospital Pvt Ltd.,25.2879096,83.001109,Ravindrapuri Road,,Varanasi
hospital,Shivganga Hospital,25.2537156,82.9964612,Semi Circle RD,,Varanasi
hospital,Shri Shyamlal Memorial Hospital,25.3804683,82.5691846,NH135A,,Sant Ravidas Nagar
hospital,"Shubham Hospital, Varanasi",25.3438983,82.9881918,Makbul Alan Road,Cantonment,Varanasi
hospital,Netra Jyoti Hospital and Research Center,25.2896883,83.0042418,Pandit Manmohan Malviya Road,,Varanasi
hospital,"Shraddha Hospital, Jaunpur",25.7392249,82.6874994,NH731,,Jaunpur
hospital,Sheetala Care Centre,26.7449338,83.3656207,Gita Press Road,,Gorakhpur
hospital,"Ayushman Hospital, Varanasi",25.3039522,82.9867731,Rathyatra Mahmoorganj Road,,Varanasi
hospital,Shyama Hospital,25.3552798,82.9655729,NH31,,Varanasi
hospital,Tamanna Hospital,25.4577165,81.8638489,Hashimpur Road,George Town,Prayagraj
hospital,"Harsh Hospital and Maternity Home, Allahabad",25.4315028,81.8501569,Bank Road,New Bairahana,Prayagraj
hospital,"Prabhat Hospital, Allahabad",25.5324295,81.8539981,NH30,Shantipuram,Prayagraj
hospital,Swastik Surgical,25.3592045,82.9591839,NH31,,Varanasi
hospital,Prachi Hospital Pvt Ltd,25.5275209,81.8537596,NH30,Shantipuram,Prayagraj
hospital,Swaraj Hospital,26.2664083,82.0744157,Faizabad-Sultanpur road,,Sultanpur
hospital,Sushila Devi Memorial Hospital,26.0574549,82.6841958,SH34,,Jaunpur
hospital,Prasoon Hospital,25.363961,83.0360573,NH31,,Varanasi
hospital,Pashupati Nursing Home,25.4526682,81.8558304,Lowther Road,George Town,Prayagraj
hospital,Galaxy Hospital,25.3050931,82.9750063,Raja Sir Motichand Road,,Varanasi
hospital,Dr. D. D. Tripathi Memorial Hospital,25.1558133,82.5830014,Station Road,,Mirzapur
hospital,Chhaparia Hospital,26.7425732,83.3694841,SH1,,Gorakhpur
hospital,Kashi Medicare,25.350789,83.0037045,Panch Koshi Road,Pilokothi,Varanasi
hospital,Parvati Hospital Pvt Ltd,25.4542981,81.861392,Jawaharlal Nehru Road,George Town,Prayagraj
hospital,Mahashweta Hospital Pvt. Ltd.,25.3400505,82.9920933,Makbul Alan Road,Cantonment,Varanasi
hospital,G.S Chandraul Hospital and Reasearch Centre,25.4490511,81.7508575,Grand Trunk Road,Bamrauli,Prayagraj
hospital,Isha Hosital,25.7330029,82.6725617,NH135A,,Jaunpur
hospital,Dr. Agrawals Life Line Hospital,25.4305145,81.8182694,Allama Jawadi Road,Kareli,Prayagraj
hospital,Apex Eye Hospital,25.7355797,82.6953149,NH31,,Jaunpur
hospital,Care Hospital - Varanasi,25.2831802,82.9699691,University Road,Bhullanpur,Chandauli
hospital,Ojha Hospital,25.455078,81.8636557,Jawaharlal Nehru Road,George Town,Prayagraj
hospital,"Ganga Hospital, Allahabad",25.4652873,81.848852,Muir Road,Katra,Prayagraj
hospital,Vineeta Hospital Pvt Ltd,25.5225384,81.8654629,NH30,Shantipuram,Prayagraj
hospital,Nangalia Hospital,26.7410605,83.3641767,Gita Press Road,,Gorakhpur
hospital,Bk Heart Hospital Pvt Ltd,25.2826237,82.9706222,University Road,Bhullanpur,Varanasi
hospital,Kids Care Hospital,25.2886212,82.9940888,Sankat Mochan Road,,Varanasi
hospital,Rohit Laproscopic Surgical Center,25.3091348,82.9838206,SIgra Mahmourganj Road,,Varanasi
hospital,J.P. Memorial Hospital- Allahabad,25.4467048,81.8536506,MG Marg,Bairhana,Prayagraj
hospital,Swami Harshankaranand Ji Hospital and Research Center,25.2836471,82.9714912,University Road,Bhullanpur,Varanasi
hospital,Sri Sai Surgical and Maternity Hospital,25.2821724,82.9919971,BHU DLW Road,,Varanasi
hospital,"Saba Hospital, Mau",26.0229049,82.9230016,SH34,,Mau
hospital,Canossa Hospital,25.8951054,81.9491571,NH31,,
