Latitude,Longitude
25.4528057,81.838245
26.2730487,82.0772918
25.2884224,81.9295375
25.4527421,81.7801378
25.2832627,82.9808334
25.3239083,83.0044448
26.2471333,82.0680146
25.3118509,83.0085801
25.4601867,81.8657197
25.4530579,81.8561448
25.2851738,81.9339886
25.3569528,83.0063143
25.4434163,81.8666491
26.742669,83.3693071
25.260181,83.2550778
26.2525501,82.2279064
25.2960299,82.9434594
25.4529673,81.8619901
25.292644,82.9705367
25.153709,82.5721331
26.7448169,83.3789191
26.7057053,82.1375115
25.4573823,81.8597652
25.3509156,82.9768342
25.7496613,82.6933063
25.474104,81.8517905
26.0783822,83.1723598
26.744899,83.3792581
25.3021699,82.9313258
25.4491387,81.8545359
25.7380913,82.6632856
25.3188013,82.9920584
25.45784,81.8711485
26.0766145,83.1816825
25.4024268,81.8696527
25.4503565,81.7667388
25.2579469,82.961565
25.7376672,82.6737405
25.7380768,82.6853894
26.7430307,83.3710827
25.2804967,82.9677971
25.4662808,81.8269953
25.3474587,81.8309348
25.3527657,82.96783
25.3605676,83.0265085
25.7801071,82.6904869
26.7386077,83.3733599
25.9372824,83.5682842
25.2831311,82.9684355
25.3543803,82.9624132
25.1456148,82.5711018
25.3213263,83.0129261
25.3757006,82.9161931
25.1517029,82.530469
25.2608414,83.2576293
26.2361256,82.0656809
26.2627557,82.069966
25.332967,83.0144739
25.4498431,81.7643604
25.3007101,83.0023755
25.2744502,82.9995149
25.3205662,83.0127322
25.4591151,81.8613611
25.2879707,83.004762
25.3109998,82.9868113
25.2788183,82.9996276
24.7785109,82.093446
25.0398593,83.6079633
25.292442,83.659746
25.9098683,82.7515923
26.1574109,83.3596833
25.3956644,82.5650775
26.0400073,83.0479925
25.2824618,83.1223165
26.3260512,83.6570256
25.9218299,81.9990201
25.7592013,82.6968142
25.6193924,81.688077
26.1672645,82.3709553
26.0432547,83.2883379
25.3295693,82.4653718
25.4254554,83.6665595
25.9221279,81.9986835
25.1581063,82.9559425
25.9432027,83.5691249
26.3964803,83.0721076
25.1334662,82.8158741
25.7631436,83.1902173
26.218467,82.2821856
26.2244566,83.5894346
25.9840993,83.6205871
26.4466468,82.5606868
25.4215976,82.7122906
25.8158897,83.2969974
26.6729884,82.9300437
26.043524,83.2210077
26.0827457,83.1900376
25.4402567,81.8277544
25.1522759,82.5767586
25.340059,83.3494212
25.9046515,83.2049963
26.0637645,83.1833871
24.8279468,82.3259385
26.1613935,83.3393991
25.4912268,82.8273245
26.6321041,83.2994141
26.1926847,81.9201538
25.847722,82.2924364
25.5574522,83.5475761
25.3300687,82.4654724
25.5154329,82.6785283
25.6605677,82.235245
25.2589427,83.2734892
25.4392781,81.8285215
26.1161015,82.0410302
26.6652993,83.2497154
25.185554,82.6310129
25.6037091,83.1424512
25.9564898,83.5432845
25.0811096,83.0860993
25.5822075,83.5819539
26.1851542,83.4120964
25.3613519,83.1609303
25.6535266,82.9935095
25.1544088,82.5771099
26.3337516,82.9468001
25.9765307,82.7512108
25.4997681,81.8638247
25.3318796,82.9791974
25.287653,83.0018096
25.3841559,82.9046875
25.2947692,82.9713814
25.3799982,82.9939926
25.3293525,83.0178987
25.3458516,82.9962729
25.3527952,82.9819036
25.3790856,82.9758181
25.3528561,83.0018585
25.2791873,82.9988665
25.314058,82.956667
25.3097288,82.9909972
25.256901,82.9593747
25.3521054,82.9816775
25.3397137,82.9256749
25.2680252,82.8472511
25.3104055,82.9841904
25.2855147,82.9946911
25.3053488,82.986451
25.3508619,82.9760521
25.352927,82.9786969
25.3840791,82.9710842
25.2792438,83.0008893
25.3618976,82.9523441
25.3517441,82.9811912
25.3039498,82.9900586
25.360696,82.941177
25.360778,82.9506846
25.3603471,82.9485332
25.3071525,82.9931648
25.2622943,82.9656
25.306562,82.9750547
25.356267,82.953296
25.34965,83.004945
25.311236,82.986316
25.300271,82.994653
25.3119109,82.9865396
25.3646315,82.974667
25.35072,82.977243
25.2760391,82.9682885
25.3503004,82.9930871
25.2705135,82.7175129
25.3520678,82.9714491
25.3793331,82.9935422
25.2838042,82.9699867
25.3083121,82.9849165
25.2787979,83.0043951
25.331716,83.007717
25.350571,82.9886593
25.353663,83.0025949
25.2974834,82.9437303
25.3507954,82.9752551
25.300895,82.9534599
25.3042531,83.0029649
25.305723,82.984596
25.354029,83.004075
25.3650305,82.9593359
25.2977607,82.9924693
25.3161662,82.9679451
25.3350788,83.001357
25.350619,82.9705221
25.3242107,83.0031446
25.3535742,83.0039645
25.3276365,82.9903258
25.3051959,82.9937819
25.3023319,82.974999
25.302198,82.9644864
25.2584064,83.0366509
25.3538348,82.9778179
25.2653332,82.9654152
25.2576159,82.9611938
25.2470817,82.9510253
25.35316,82.983488
25.2562993,82.9599053
25.3150869,82.983205
25.3543255,82.9762314
25.3617698,82.9478768
25.3175707,82.9742152
25.2827533,82.9683006
25.2473308,82.9522276
25.2827214,82.9400178
25.2862554,82.9228527
25.330641,82.995829
25.3310155,83.0137611
25.2488922,82.9866484
25.2966727,82.9999593
25.313519,82.9678978
25.327632,83.027387
25.346699,82.996889
25.244814,82.951158
25.2699123,82.7185358
25.244372,82.979733
25.3655945,83.0255416
25.3620384,82.9461627
25.3498326,82.9920187
