Latitude,Longitude
28.62795011,77.21961543
28.5750403,77.20085137
28.56808506,77.24711059
28.65744015,77.19501892
28.59330732,77.16340978
28.65694797,77.2242897
28.60064228,77.22693741
28.63049234,77.180459
28.6413942,77.21414228
28.58113615,77.24283302
28.56524207,77.1671973
28.64288676,77.24162709
28.56583822,77.23309412
28.595828,77.17714845
28.64714739,77.18872127
28.58416396,77.22517949
28.62940548,77.23235421
28.6238738,77.21248173
28.6452781,77.1719766
28.58797221,77.16840997
28.5962354,77.2047071
28.5839457,77.19051033
28.6346417,77.22140691
28.58930287,77.25376886
28.64441407,77.20074924
28.56747517,77.18893471
28.64906178,77.22848394
28.60226897,77.1870849
28.60207171,77.2404893
28.56943898,77.24019351
28.56766587,77.2074396
28.65636871,77.23578907
28.62842773,77.20587581
28.63433527,77.21793684
28.57222268,77.17664226
28.58725478,77.21290604
28.56913236,77.21652372
28.59165108,77.24364682
28.65335697,77.16584763
28.61803443,77.24928437
28.64958568,77.18445783
28.62968548,77.2246993
28.60846139,77.22992162
28.64310321,77.22190505
28.64679094,77.21445008
28.63240397,77.21675768
28.65641161,77.23143605
28.579314,77.16465676
28.64279487,77.1768179
28.6364792,77.1634061
28.57296167,77.2326827
28.57299097,77.25622287
28.64949654,77.23299366
28.57748503,77.17436492
28.6152687,77.21004392
28.57631643,77.19523473
28.6402645,77.21019789
28.6282086,77.24508775
28.662549,77.206525
28.61689555,77.2258835
28.63352556,77.21945255
28.6309704,77.1990497
28.61961517,77.20011698
28.64078308,77.18557196
28.5905728,77.2308928
28.6616121,77.24166967
28.58374614,77.24445839
28.56812993,77.16042457
28.56508849,77.24036081
28.57454855,77.20740197
28.57068373,77.18480122
28.59191895,77.22134005
28.64801433,77.15942453
28.64945637,77.1998861
28.6626378,77.16248565
28.63716002,77.18028132
28.57164774,77.16540632
28.64584069,77.23939684
28.63039345,77.22068525
28.62490111,77.23328319
28.57705416,77.23848696
28.6092512,77.1998329
28.6506145,77.22088743
28.59729377,77.25121433
28.6188178,77.178503
28.65139433,77.20482563
28.65170289,77.19203087
28.5908405,77.1960832
28.56613143,77.24885068
28.66027758,77.22858657
28.63353539,77.20872771
28.56878813,77.1970777
28.56586663,77.17583577
28.583142,77.17942075
28.6402763,77.2510218
28.60051443,77.19518535
28.641146,77.20459367
28.64675045,77.19361364
28.56859948,77.22595966
28.63967174,77.24440162
28.6324872,77.22234934
28.62572665,77.21469943
28.57621177,77.18852403
28.6268551,77.1612005
28.6131498,77.2426321
28.56850346,77.24368934
28.64382828,77.18963344
28.5818566,77.2200414
28.57420759,77.22956115
28.64250981,77.21821637
28.58613254,77.25056936
28.62433605,77.21936061
28.58327727,77.19661627
28.6016242,77.1686468
28.6543709,77.1835213
28.65784705,77.21738415
28.6413921,77.23587502
28.56406373,77.21998613
28.63039935,77.21326092
28.6075379,77.23549097
28.57093515,77.23764529
28.64633673,77.17925563
28.59009004,77.23992826
28.6497076,77.21025387
28.64628632,77.16838398
28.6077134,77.1808184
28.5803757,77.257053
28.58926918,77.21806348
28.63539163,77.1835693
28.58665496,77.17091674
28.6348872,77.2006492
28.64069308,77.21254772
28.5979347,77.18089595
28.65203313,77.2407394
28.63016065,77.21697301
28.56898774,77.22032066
28.58910747,77.22542717
28.61885024,77.20949938
28.63765563,77.176365
28.6453261,77.21033502
28.64325575,77.22468318
28.6586521,77.18945405
28.6337619,77.1700493
28.57340798,77.24234896
28.65795265,77.20334565
28.6631968,77.23263907
28.660396,77.18014
28.645917,77.23169567
28.65017372,77.2349318
28.63001215,77.2401334
